"year","adm1","adm1_code","adm2","adm2_code","type","class1","class2","unit","value"
2020,"Seoul",11,"Seongdong-gu",11040,"mortality","All causes","total","per 100k population",247.9
2020,"Seoul",11,"Seongdong-gu",11040,"mortality","All causes","male","per 100k population",349.9
2020,"Seoul",11,"Seongdong-gu",11040,"mortality","All causes","female","per 100k population",166
2015,"Seoul",11,"Seongdong-gu",11040,"economy","company","total","count",26130
2020,"Seoul",11,"Seongdong-gu",11040,"economy","company","total","count",41582
2010,"Seoul",11,"Seongdong-gu",11040,"economy","company","total","count",23148
2010,"Seoul",11,"Seongdong-gu",11040,"housing","housing types","total","count",71555
2015,"Seoul",11,"Seongdong-gu",11040,"housing","housing types","total","count",78652
2020,"Seoul",11,"Seongdong-gu",11040,"housing","housing types","total","count",91329
2020,"Gyeongsangbuk-do",37,"Seongju-gun",37380,"tax","income","general","million KRW",18181
2020,"Gyeongsangbuk-do",37,"Seongju-gun",37380,"tax","income","labor","million KRW",27781
2010,"Gyeongsangbuk-do",37,"Seongju-gun",37380,"population","all households","total","persons",35014
2010,"Gyeongsangbuk-do",37,"Seongju-gun",37380,"population","all households","male","persons",16598
2010,"Gyeongsangbuk-do",37,"Seongju-gun",37380,"population","all households","female","persons",18416
2015,"Gyeongsangbuk-do",37,"Seongju-gun",37380,"population","all households","total","persons",38816
2015,"Gyeongsangbuk-do",37,"Seongju-gun",37380,"population","all households","male","persons",19169
2015,"Gyeongsangbuk-do",37,"Seongju-gun",37380,"population","all households","female","persons",19647
2020,"Gyeongsangbuk-do",37,"Seongju-gun",37380,"population","all households","total","persons",39295
2020,"Gyeongsangbuk-do",37,"Seongju-gun",37380,"population","all households","male","persons",20099
2020,"Gyeongsangbuk-do",37,"Seongju-gun",37380,"population","all households","female","persons",19196
2020,"Gyeongsangbuk-do",37,"Seongju-gun",37380,"mortality","All causes","total","per 100k population",366
2020,"Gyeongsangbuk-do",37,"Seongju-gun",37380,"mortality","All causes","male","per 100k population",499.4
2020,"Gyeongsangbuk-do",37,"Seongju-gun",37380,"mortality","All causes","female","per 100k population",238.2
2010,"Gyeongsangbuk-do",37,"Seongju-gun",37380,"economy","company","total","count",3114
2020,"Gyeongsangbuk-do",37,"Seongju-gun",37380,"economy","company","total","count",7235
2015,"Gyeongsangbuk-do",37,"Seongju-gun",37380,"economy","company","total","count",4259
2010,"Gyeongsangbuk-do",37,"Seongju-gun",37380,"housing","housing types","total","count",14295
2015,"Gyeongsangbuk-do",37,"Seongju-gun",37380,"housing","housing types","total","count",14483
2020,"Gyeongsangbuk-do",37,"Seongju-gun",37380,"housing","housing types","total","count",17038
2020,"Gyeonggi-do",31,"Seongnam-si",31020,"tax","income","general","million KRW",2179084
2020,"Gyeonggi-do",31,"Seongnam-si",31020,"tax","income","labor","million KRW",2281902
2010,"Gyeonggi-do",31,"Seongnam-si",31020,"population","all households","total","persons",930913
2010,"Gyeonggi-do",31,"Seongnam-si",31020,"population","all households","male","persons",455881
2010,"Gyeonggi-do",31,"Seongnam-si",31020,"population","all households","female","persons",475032
2020,"Gyeonggi-do",31,"Seongnam-si",31020,"population","all households","total","persons",900501
2020,"Gyeonggi-do",31,"Seongnam-si",31020,"population","all households","male","persons",442077
2020,"Gyeonggi-do",31,"Seongnam-si",31020,"population","all households","female","persons",458424
2020,"Gyeonggi-do",31,"Seongnam-si",31020,"mortality","All causes","total","per 100k population",263.4
2020,"Gyeonggi-do",31,"Seongnam-si",31020,"mortality","All causes","male","per 100k population",341.8
2020,"Gyeonggi-do",31,"Seongnam-si",31020,"mortality","All causes","female","per 100k population",196.2
2020,"Gyeonggi-do",31,"Seongnam-si",31020,"economy","company","total","count",97505
2015,"Gyeonggi-do",31,"Seongnam-si",31020,"economy","company","total","count",62468
2010,"Gyeonggi-do",31,"Seongnam-si",31020,"economy","company","total","count",50923
2010,"Gyeonggi-do",31,"Seongnam-si",31020,"housing","housing types","total","count",223405
2015,"Gyeonggi-do",31,"Seongnam-si",31020,"housing","housing types","total","count",240382
2020,"Gyeonggi-do",31,"Seongnam-si",31020,"housing","housing types","total","count",262573
2010,"Gyeongsangnam-do",38,"Seongsan-gu Changwon-si",38112,"population","all households","total","persons",239442
2010,"Gyeongsangnam-do",38,"Seongsan-gu Changwon-si",38112,"population","all households","male","persons",120684
2010,"Gyeongsangnam-do",38,"Seongsan-gu Changwon-si",38112,"population","all households","female","persons",118758
2015,"Gyeongsangnam-do",38,"Seongsan-gu Changwon-si",38112,"population","all households","total","persons",223410
2015,"Gyeongsangnam-do",38,"Seongsan-gu Changwon-si",38112,"population","all households","male","persons",112203
2015,"Gyeongsangnam-do",38,"Seongsan-gu Changwon-si",38112,"population","all households","female","persons",111207
2020,"Gyeongsangnam-do",38,"Seongsan-gu Changwon-si",38112,"population","all households","total","persons",206205
2020,"Gyeongsangnam-do",38,"Seongsan-gu Changwon-si",38112,"population","all households","male","persons",104162
2020,"Gyeongsangnam-do",38,"Seongsan-gu Changwon-si",38112,"population","all households","female","persons",102043
2020,"Gyeongsangnam-do",38,"Seongsan-gu Changwon-si",38112,"mortality","All causes","total","per 100k population",307.9
2020,"Gyeongsangnam-do",38,"Seongsan-gu Changwon-si",38112,"mortality","All causes","male","per 100k population",390.6
2020,"Gyeongsangnam-do",38,"Seongsan-gu Changwon-si",38112,"mortality","All causes","female","per 100k population",241.7
2020,"Gyeongsangnam-do",38,"Seongsan-gu Changwon-si",38112,"economy","company","total","count",24659
2010,"Gyeongsangnam-do",38,"Seongsan-gu Changwon-si",38112,"economy","company","total","count",13933
2015,"Gyeongsangnam-do",38,"Seongsan-gu Changwon-si",38112,"economy","company","total","count",18144
2010,"Gyeongsangnam-do",38,"Seongsan-gu Changwon-si",38112,"housing","housing types","total","count",68103
2015,"Gyeongsangnam-do",38,"Seongsan-gu Changwon-si",38112,"housing","housing types","total","count",65759
2020,"Gyeongsangnam-do",38,"Seongsan-gu Changwon-si",38112,"housing","housing types","total","count",72481
2020,"Chungcheongnam-do",34,"Seosan-si",34050,"tax","income","general","million KRW",99423
2020,"Chungcheongnam-do",34,"Seosan-si",34050,"tax","income","labor","million KRW",229670
2010,"Chungcheongnam-do",34,"Seosan-si",34050,"population","all households","total","persons",153238
2010,"Chungcheongnam-do",34,"Seosan-si",34050,"population","all households","male","persons",78002
2010,"Chungcheongnam-do",34,"Seosan-si",34050,"population","all households","female","persons",75236
2015,"Chungcheongnam-do",34,"Seosan-si",34050,"population","all households","total","persons",160633
2015,"Chungcheongnam-do",34,"Seosan-si",34050,"population","all households","male","persons",81393
2015,"Chungcheongnam-do",34,"Seosan-si",34050,"population","all households","female","persons",79240
2020,"Chungcheongnam-do",34,"Seosan-si",34050,"population","all households","total","persons",170226
2020,"Chungcheongnam-do",34,"Seosan-si",34050,"population","all households","male","persons",88187
2020,"Chungcheongnam-do",34,"Seosan-si",34050,"population","all households","female","persons",82039
2020,"Chungcheongnam-do",34,"Seosan-si",34050,"mortality","All causes","total","per 100k population",297.1
2020,"Chungcheongnam-do",34,"Seosan-si",34050,"mortality","All causes","male","per 100k population",383.1
2020,"Chungcheongnam-do",34,"Seosan-si",34050,"mortality","All causes","female","per 100k population",226.5
2010,"Chungcheongnam-do",34,"Seosan-si",34050,"economy","company","total","count",9926
2015,"Chungcheongnam-do",34,"Seosan-si",34050,"economy","company","total","count",11866
2020,"Chungcheongnam-do",34,"Seosan-si",34050,"economy","company","total","count",19112
2010,"Chungcheongnam-do",34,"Seosan-si",34050,"housing","housing types","total","count",51677
2015,"Chungcheongnam-do",34,"Seosan-si",34050,"housing","housing types","total","count",55560
2020,"Chungcheongnam-do",34,"Seosan-si",34050,"housing","housing types","total","count",73069
2015,"Chungcheongbuk-do",33,"Seowon-gu Cheongju-si",33042,"population","all households","total","persons",211894
2015,"Chungcheongbuk-do",33,"Seowon-gu Cheongju-si",33042,"population","all households","male","persons",103961
2015,"Chungcheongbuk-do",33,"Seowon-gu Cheongju-si",33042,"population","all households","female","persons",107933
2020,"Chungcheongbuk-do",33,"Seowon-gu Cheongju-si",33042,"population","all households","total","persons",194854
2020,"Chungcheongbuk-do",33,"Seowon-gu Cheongju-si",33042,"population","all households","male","persons",96362
2020,"Chungcheongbuk-do",33,"Seowon-gu Cheongju-si",33042,"population","all households","female","persons",98492
2020,"Chungcheongbuk-do",33,"Seowon-gu Cheongju-si",33042,"mortality","All causes","total","per 100k population",309.9
2020,"Chungcheongbuk-do",33,"Seowon-gu Cheongju-si",33042,"mortality","All causes","male","per 100k population",425.3
2020,"Chungcheongbuk-do",33,"Seowon-gu Cheongju-si",33042,"mortality","All causes","female","per 100k population",211
2015,"Chungcheongbuk-do",33,"Seowon-gu Cheongju-si",33042,"economy","company","total","count",13984
2020,"Chungcheongbuk-do",33,"Seowon-gu Cheongju-si",33042,"economy","company","total","count",20372
2015,"Chungcheongbuk-do",33,"Seowon-gu Cheongju-si",33042,"housing","housing types","total","count",66464
2020,"Chungcheongbuk-do",33,"Seowon-gu Cheongju-si",33042,"housing","housing types","total","count",72483
2020,"Gyeonggi-do",31,"Siheung-si",31150,"tax","income","general","million KRW",296866
2020,"Gyeonggi-do",31,"Siheung-si",31150,"tax","income","labor","million KRW",388130
2010,"Gyeonggi-do",31,"Siheung-si",31150,"population","all households","total","persons",392862
2010,"Gyeonggi-do",31,"Siheung-si",31150,"population","all households","male","persons",203297
2010,"Gyeonggi-do",31,"Siheung-si",31150,"population","all households","female","persons",189565
2015,"Gyeonggi-do",31,"Siheung-si",31150,"population","all households","total","persons",386945
2015,"Gyeonggi-do",31,"Siheung-si",31150,"population","all households","male","persons",201136
2015,"Gyeonggi-do",31,"Siheung-si",31150,"population","all households","female","persons",185809
2020,"Gyeonggi-do",31,"Siheung-si",31150,"population","all households","total","persons",488461
2020,"Gyeonggi-do",31,"Siheung-si",31150,"population","all households","male","persons",252831
2020,"Gyeonggi-do",31,"Siheung-si",31150,"population","all households","female","persons",235630
2020,"Gyeonggi-do",31,"Siheung-si",31150,"mortality","All causes","total","per 100k population",304.3
2020,"Gyeonggi-do",31,"Siheung-si",31150,"mortality","All causes","male","per 100k population",411.9
2020,"Gyeonggi-do",31,"Siheung-si",31150,"mortality","All causes","female","per 100k population",212.6
2020,"Gyeonggi-do",31,"Siheung-si",31150,"economy","company","total","count",68001
2015,"Gyeonggi-do",31,"Siheung-si",31150,"economy","company","total","count",38200
2010,"Gyeonggi-do",31,"Siheung-si",31150,"economy","company","total","count",31799
2010,"Gyeonggi-do",31,"Siheung-si",31150,"housing","housing types","total","count",105142
2015,"Gyeonggi-do",31,"Siheung-si",31150,"housing","housing types","total","count",114931
2020,"Gyeonggi-do",31,"Siheung-si",31150,"housing","housing types","total","count",179205
2020,"Jeollanam-do",36,"Sinan-gun",36480,"tax","income","general","million KRW",10214
2020,"Jeollanam-do",36,"Sinan-gun",36480,"tax","income","labor","million KRW",8609
2010,"Jeollanam-do",36,"Sinan-gun",36480,"population","all households","total","persons",32750
2010,"Jeollanam-do",36,"Sinan-gun",36480,"population","all households","male","persons",15961
2010,"Jeollanam-do",36,"Sinan-gun",36480,"population","all households","female","persons",16789
2015,"Jeollanam-do",36,"Sinan-gun",36480,"population","all households","total","persons",35430
2015,"Jeollanam-do",36,"Sinan-gun",36480,"population","all households","male","persons",18075
2015,"Jeollanam-do",36,"Sinan-gun",36480,"population","all households","female","persons",17355
2020,"Jeollanam-do",36,"Sinan-gun",36480,"population","all households","total","persons",34396
2020,"Jeollanam-do",36,"Sinan-gun",36480,"population","all households","male","persons",18194
2020,"Jeollanam-do",36,"Sinan-gun",36480,"population","all households","female","persons",16202
2020,"Jeollanam-do",36,"Sinan-gun",36480,"mortality","All causes","total","per 100k population",394.7
2020,"Jeollanam-do",36,"Sinan-gun",36480,"mortality","All causes","male","per 100k population",545.6
2020,"Jeollanam-do",36,"Sinan-gun",36480,"mortality","All causes","female","per 100k population",260.5
2015,"Jeollanam-do",36,"Sinan-gun",36480,"economy","company","total","count",3180
2010,"Jeollanam-do",36,"Sinan-gun",36480,"economy","company","total","count",2914
2020,"Jeollanam-do",36,"Sinan-gun",36480,"economy","company","total","count",4428
2010,"Jeollanam-do",36,"Sinan-gun",36480,"housing","housing types","total","count",15579
2015,"Jeollanam-do",36,"Sinan-gun",36480,"housing","housing types","total","count",14981
2020,"Jeollanam-do",36,"Sinan-gun",36480,"housing","housing types","total","count",16705
2020,"Gangwon-do",32,"Sokcho-si",32060,"tax","income","general","million KRW",56820
2020,"Gangwon-do",32,"Sokcho-si",32060,"tax","income","labor","million KRW",21119
2010,"Gangwon-do",32,"Sokcho-si",32060,"population","all households","total","persons",78681
2010,"Gangwon-do",32,"Sokcho-si",32060,"population","all households","male","persons",38013
2010,"Gangwon-do",32,"Sokcho-si",32060,"population","all households","female","persons",40668
2015,"Gangwon-do",32,"Sokcho-si",32060,"population","all households","total","persons",77927
2015,"Gangwon-do",32,"Sokcho-si",32060,"population","all households","male","persons",37787
2015,"Gangwon-do",32,"Sokcho-si",32060,"population","all households","female","persons",40140
2020,"Gangwon-do",32,"Sokcho-si",32060,"population","all households","total","persons",79711
2020,"Gangwon-do",32,"Sokcho-si",32060,"population","all households","male","persons",39522
2020,"Gangwon-do",32,"Sokcho-si",32060,"population","all households","female","persons",40189
2020,"Gangwon-do",32,"Sokcho-si",32060,"mortality","All causes","total","per 100k population",336.9
2020,"Gangwon-do",32,"Sokcho-si",32060,"mortality","All causes","male","per 100k population",466.2
2020,"Gangwon-do",32,"Sokcho-si",32060,"mortality","All causes","female","per 100k population",225.9
2010,"Gangwon-do",32,"Sokcho-si",32060,"economy","company","total","count",7253
2020,"Gangwon-do",32,"Sokcho-si",32060,"economy","company","total","count",11158
2015,"Gangwon-do",32,"Sokcho-si",32060,"economy","company","total","count",8077
2010,"Gangwon-do",32,"Sokcho-si",32060,"housing","housing types","total","count",28352
2015,"Gangwon-do",32,"Sokcho-si",32060,"housing","housing types","total","count",28582
2020,"Gangwon-do",32,"Sokcho-si",32060,"housing","housing types","total","count",37736
2020,"Seoul",11,"Songpa-gu",11240,"tax","income","general","million KRW",1710356
2020,"Seoul",11,"Songpa-gu",11240,"tax","income","labor","million KRW",1287042
2010,"Seoul",11,"Songpa-gu",11240,"population","all households","total","persons",633968
2010,"Seoul",11,"Songpa-gu",11240,"population","all households","male","persons",303636
2010,"Seoul",11,"Songpa-gu",11240,"population","all households","female","persons",330332
2015,"Seoul",11,"Songpa-gu",11240,"population","all households","total","persons",621640
2015,"Seoul",11,"Songpa-gu",11240,"population","all households","male","persons",299331
2015,"Seoul",11,"Songpa-gu",11240,"population","all households","female","persons",322309
2020,"Seoul",11,"Songpa-gu",11240,"population","all households","total","persons",638741
2020,"Seoul",11,"Songpa-gu",11240,"population","all households","male","persons",305419
2020,"Seoul",11,"Songpa-gu",11240,"population","all households","female","persons",333322
2020,"Seoul",11,"Songpa-gu",11240,"mortality","All causes","total","per 100k population",229.1
2020,"Seoul",11,"Songpa-gu",11240,"mortality","All causes","male","per 100k population",297.7
2020,"Seoul",11,"Songpa-gu",11240,"mortality","All causes","female","per 100k population",170.8
2015,"Seoul",11,"Songpa-gu",11240,"economy","company","total","count",45375
2020,"Seoul",11,"Songpa-gu",11240,"economy","company","total","count",76412
2010,"Seoul",11,"Songpa-gu",11240,"economy","company","total","count",40931
2010,"Seoul",11,"Songpa-gu",11240,"housing","housing types","total","count",171156
2015,"Seoul",11,"Songpa-gu",11240,"housing","housing types","total","count",183689
2020,"Seoul",11,"Songpa-gu",11240,"housing","housing types","total","count",211578
2010,"Gyeonggi-do",31,"Sosa-gu Bucheon-si",31052,"population","all households","total","persons",216487
2010,"Gyeonggi-do",31,"Sosa-gu Bucheon-si",31052,"population","all households","male","persons",105778
2010,"Gyeonggi-do",31,"Sosa-gu Bucheon-si",31052,"population","all households","female","persons",110709
2015,"Gyeonggi-do",31,"Sosa-gu Bucheon-si",31052,"population","all households","total","persons",211854
2015,"Gyeonggi-do",31,"Sosa-gu Bucheon-si",31052,"population","all households","male","persons",103813
2015,"Gyeonggi-do",31,"Sosa-gu Bucheon-si",31052,"population","all households","female","persons",108041
2015,"Gyeonggi-do",31,"Sosa-gu Bucheon-si",31052,"economy","company","total","count",11728
2010,"Gyeonggi-do",31,"Sosa-gu Bucheon-si",31052,"economy","company","total","count",11560
2010,"Gyeonggi-do",31,"Sosa-gu Bucheon-si",31052,"housing","housing types","total","count",57271
2015,"Gyeonggi-do",31,"Sosa-gu Bucheon-si",31052,"housing","housing types","total","count",62462
2015,"Gyeonggi-do",31,"Sujeong-gu Seongnam-si",31021,"population","all households","total","persons",210540
2015,"Gyeonggi-do",31,"Sujeong-gu Seongnam-si",31021,"population","all households","male","persons",105892
2015,"Gyeonggi-do",31,"Sujeong-gu Seongnam-si",31021,"population","all households","female","persons",104648
2010,"Gyeonggi-do",31,"Sujeong-gu Seongnam-si",31021,"population","all households","total","persons",228360
2010,"Gyeonggi-do",31,"Sujeong-gu Seongnam-si",31021,"population","all households","male","persons",113454
2010,"Gyeonggi-do",31,"Sujeong-gu Seongnam-si",31021,"population","all households","female","persons",114906
2020,"Gyeonggi-do",31,"Sujeong-gu Seongnam-si",31021,"population","all households","total","persons",233695
2020,"Gyeonggi-do",31,"Sujeong-gu Seongnam-si",31021,"population","all households","male","persons",117071
2020,"Gyeonggi-do",31,"Sujeong-gu Seongnam-si",31021,"population","all households","female","persons",116624
2020,"Gyeonggi-do",31,"Sujeong-gu Seongnam-si",31021,"mortality","All causes","total","per 100k population",319.3
2020,"Gyeonggi-do",31,"Sujeong-gu Seongnam-si",31021,"mortality","All causes","male","per 100k population",434.4
2020,"Gyeonggi-do",31,"Sujeong-gu Seongnam-si",31021,"mortality","All causes","female","per 100k population",218.9
2015,"Gyeonggi-do",31,"Sujeong-gu Seongnam-si",31021,"economy","company","total","count",13239
2010,"Gyeonggi-do",31,"Sujeong-gu Seongnam-si",31021,"economy","company","total","count",12575
2020,"Gyeonggi-do",31,"Sujeong-gu Seongnam-si",31021,"economy","company","total","count",22573
2010,"Gyeonggi-do",31,"Sujeong-gu Seongnam-si",31021,"housing","housing types","total","count",42780
2015,"Gyeonggi-do",31,"Sujeong-gu Seongnam-si",31021,"housing","housing types","total","count",45331
2020,"Gyeonggi-do",31,"Sujeong-gu Seongnam-si",31021,"housing","housing types","total","count",64003
2010,"Gyeonggi-do",31,"Suji-gu Yongin-si",31193,"population","all households","total","persons",293346
2010,"Gyeonggi-do",31,"Suji-gu Yongin-si",31193,"population","all households","male","persons",142818
2010,"Gyeonggi-do",31,"Suji-gu Yongin-si",31193,"population","all households","female","persons",150528
2015,"Gyeonggi-do",31,"Suji-gu Yongin-si",31193,"population","all households","total","persons",324516
2015,"Gyeonggi-do",31,"Suji-gu Yongin-si",31193,"population","all households","male","persons",157536
2015,"Gyeonggi-do",31,"Suji-gu Yongin-si",31193,"population","all households","female","persons",166980
2020,"Gyeonggi-do",31,"Suji-gu Yongin-si",31193,"population","all households","total","persons",359146
2020,"Gyeonggi-do",31,"Suji-gu Yongin-si",31193,"population","all households","male","persons",173764
2020,"Gyeonggi-do",31,"Suji-gu Yongin-si",31193,"population","all households","female","persons",185382
2020,"Gyeonggi-do",31,"Suji-gu Yongin-si",31193,"mortality","All causes","total","per 100k population",203.7
2020,"Gyeonggi-do",31,"Suji-gu Yongin-si",31193,"mortality","All causes","male","per 100k population",254.8
2020,"Gyeonggi-do",31,"Suji-gu Yongin-si",31193,"mortality","All causes","female","per 100k population",160.5
2015,"Gyeonggi-do",31,"Suji-gu Yongin-si",31193,"economy","company","total","count",11671
2010,"Gyeonggi-do",31,"Suji-gu Yongin-si",31193,"economy","company","total","count",9092
2020,"Gyeonggi-do",31,"Suji-gu Yongin-si",31193,"economy","company","total","count",23044
2010,"Gyeonggi-do",31,"Suji-gu Yongin-si",31193,"housing","housing types","total","count",86789
2015,"Gyeonggi-do",31,"Suji-gu Yongin-si",31193,"housing","housing types","total","count",99662
2020,"Gyeonggi-do",31,"Suji-gu Yongin-si",31193,"housing","housing types","total","count",118048
2020,"Jeollabuk-do",35,"Sunchang-gun",35360,"tax","income","general","million KRW",5235
2020,"Jeollabuk-do",35,"Sunchang-gun",35360,"tax","income","labor","million KRW",8870
2010,"Jeollabuk-do",35,"Sunchang-gun",35360,"population","all households","total","persons",24155
2010,"Jeollabuk-do",35,"Sunchang-gun",35360,"population","all households","male","persons",10981
2010,"Jeollabuk-do",35,"Sunchang-gun",35360,"population","all households","female","persons",13174
2015,"Jeollabuk-do",35,"Sunchang-gun",35360,"population","all households","total","persons",25877
2015,"Jeollabuk-do",35,"Sunchang-gun",35360,"population","all households","male","persons",12217
2015,"Jeollabuk-do",35,"Sunchang-gun",35360,"population","all households","female","persons",13660
2020,"Jeollabuk-do",35,"Sunchang-gun",35360,"population","all households","total","persons",25661
2020,"Jeollabuk-do",35,"Sunchang-gun",35360,"population","all households","male","persons",12373
2020,"Jeollabuk-do",35,"Sunchang-gun",35360,"population","all households","female","persons",13288
2020,"Jeollabuk-do",35,"Sunchang-gun",35360,"mortality","All causes","total","per 100k population",350.5
2020,"Jeollabuk-do",35,"Sunchang-gun",35360,"mortality","All causes","male","per 100k population",525.5
2020,"Jeollabuk-do",35,"Sunchang-gun",35360,"mortality","All causes","female","per 100k population",196.2
2020,"Jeollabuk-do",35,"Sunchang-gun",35360,"economy","company","total","count",3132
2010,"Jeollabuk-do",35,"Sunchang-gun",35360,"economy","company","total","count",2018
2015,"Jeollabuk-do",35,"Sunchang-gun",35360,"economy","company","total","count",2164
2010,"Jeollabuk-do",35,"Sunchang-gun",35360,"housing","housing types","total","count",10560
2015,"Jeollabuk-do",35,"Sunchang-gun",35360,"housing","housing types","total","count",10529
2020,"Jeollabuk-do",35,"Sunchang-gun",35360,"housing","housing types","total","count",13135
2020,"Jeollanam-do",36,"Suncheon-si",36030,"tax","income","general","million KRW",173501
2020,"Jeollanam-do",36,"Suncheon-si",36030,"tax","income","labor","million KRW",101026
2010,"Jeollanam-do",36,"Suncheon-si",36030,"population","all households","total","persons",251835
2010,"Jeollanam-do",36,"Suncheon-si",36030,"population","all households","male","persons",122954
2010,"Jeollanam-do",36,"Suncheon-si",36030,"population","all households","female","persons",128881
2015,"Jeollanam-do",36,"Suncheon-si",36030,"population","all households","total","persons",256678
2015,"Jeollanam-do",36,"Suncheon-si",36030,"population","all households","male","persons",126163
2015,"Jeollanam-do",36,"Suncheon-si",36030,"population","all households","female","persons",130515
2020,"Jeollanam-do",36,"Suncheon-si",36030,"population","all households","total","persons",265882
2020,"Jeollanam-do",36,"Suncheon-si",36030,"population","all households","male","persons",131937
2020,"Jeollanam-do",36,"Suncheon-si",36030,"population","all households","female","persons",133945
2020,"Jeollanam-do",36,"Suncheon-si",36030,"mortality","All causes","total","per 100k population",295.6
2020,"Jeollanam-do",36,"Suncheon-si",36030,"mortality","All causes","male","per 100k population",411.8
2020,"Jeollanam-do",36,"Suncheon-si",36030,"mortality","All causes","female","per 100k population",205.4
2010,"Jeollanam-do",36,"Suncheon-si",36030,"economy","company","total","count",17565
2020,"Jeollanam-do",36,"Suncheon-si",36030,"economy","company","total","count",31691
2015,"Jeollanam-do",36,"Suncheon-si",36030,"economy","company","total","count",21042
2010,"Jeollanam-do",36,"Suncheon-si",36030,"housing","housing types","total","count",83284
2015,"Jeollanam-do",36,"Suncheon-si",36030,"housing","housing types","total","count",89804
2020,"Jeollanam-do",36,"Suncheon-si",36030,"housing","housing types","total","count",113964
2020,"Daegu",22,"Suseong-gu",22060,"tax","income","general","million KRW",1009009
2020,"Daegu",22,"Suseong-gu",22060,"tax","income","labor","million KRW",201108
2010,"Daegu",22,"Suseong-gu",22060,"population","all households","total","persons",438024
2010,"Daegu",22,"Suseong-gu",22060,"population","all households","male","persons",211467
2010,"Daegu",22,"Suseong-gu",22060,"population","all households","female","persons",226557
2015,"Daegu",22,"Suseong-gu",22060,"population","all households","total","persons",429471
2015,"Daegu",22,"Suseong-gu",22060,"population","all households","male","persons",207252
2015,"Daegu",22,"Suseong-gu",22060,"population","all households","female","persons",222219
2020,"Daegu",22,"Suseong-gu",22060,"population","all households","total","persons",406621
2020,"Daegu",22,"Suseong-gu",22060,"population","all households","male","persons",195432
2020,"Daegu",22,"Suseong-gu",22060,"population","all households","female","persons",211189
2020,"Daegu",22,"Suseong-gu",22060,"mortality","All causes","total","per 100k population",268.6
2020,"Daegu",22,"Suseong-gu",22060,"mortality","All causes","male","per 100k population",360.9
2020,"Daegu",22,"Suseong-gu",22060,"mortality","All causes","female","per 100k population",197.3
2015,"Daegu",22,"Suseong-gu",22060,"economy","company","total","count",26930
2010,"Daegu",22,"Suseong-gu",22060,"economy","company","total","count",25202
2020,"Daegu",22,"Suseong-gu",22060,"economy","company","total","count",37852
2010,"Daegu",22,"Suseong-gu",22060,"housing","housing types","total","count",122424
2015,"Daegu",22,"Suseong-gu",22060,"housing","housing types","total","count",127127
2020,"Daegu",22,"Suseong-gu",22060,"housing","housing types","total","count",136996
2020,"Gyeonggi-do",31,"Suwon-si",31010,"tax","income","general","million KRW",1087486
2020,"Gyeonggi-do",31,"Suwon-si",31010,"tax","income","labor","million KRW",3309303
2010,"Gyeonggi-do",31,"Suwon-si",31010,"population","all households","total","persons",1042625
2010,"Gyeonggi-do",31,"Suwon-si",31010,"population","all households","male","persons",517336
2010,"Gyeonggi-do",31,"Suwon-si",31010,"population","all households","female","persons",525289
2015,"Gyeonggi-do",31,"Suwon-si",31010,"population","all households","total","persons",1135501
2015,"Gyeonggi-do",31,"Suwon-si",31010,"population","all households","male","persons",564932
2015,"Gyeonggi-do",31,"Suwon-si",31010,"population","all households","female","persons",570569
2020,"Gyeonggi-do",31,"Suwon-si",31010,"population","all households","total","persons",1156179
2020,"Gyeonggi-do",31,"Suwon-si",31010,"population","all households","male","persons",576792
2020,"Gyeonggi-do",31,"Suwon-si",31010,"population","all households","female","persons",579387
2020,"Gyeonggi-do",31,"Suwon-si",31010,"mortality","All causes","total","per 100k population",291.2
2020,"Gyeonggi-do",31,"Suwon-si",31010,"mortality","All causes","male","per 100k population",388
2020,"Gyeonggi-do",31,"Suwon-si",31010,"mortality","All causes","female","per 100k population",211.9
2010,"Gyeonggi-do",31,"Suwon-si",31010,"economy","company","total","count",57844
2015,"Gyeonggi-do",31,"Suwon-si",31010,"economy","company","total","count",68332
2020,"Gyeonggi-do",31,"Suwon-si",31010,"economy","company","total","count",109330
2010,"Gyeonggi-do",31,"Suwon-si",31010,"housing","housing types","total","count",260423
2015,"Gyeonggi-do",31,"Suwon-si",31010,"housing","housing types","total","count",321255
2020,"Gyeonggi-do",31,"Suwon-si",31010,"housing","housing types","total","count",372228
2020,"Busan",21,"Suyeong-gu",21140,"tax","income","general","million KRW",161093
2020,"Busan",21,"Suyeong-gu",21140,"tax","income","labor","million KRW",65844
2010,"Busan",21,"Suyeong-gu",21140,"population","all households","total","persons",166498
2010,"Busan",21,"Suyeong-gu",21140,"population","all households","male","persons",78604
2010,"Busan",21,"Suyeong-gu",21140,"population","all households","female","persons",87894
2015,"Busan",21,"Suyeong-gu",21140,"population","all households","total","persons",170134
2015,"Busan",21,"Suyeong-gu",21140,"population","all households","male","persons",80523
2015,"Busan",21,"Suyeong-gu",21140,"population","all households","female","persons",89611
2020,"Busan",21,"Suyeong-gu",21140,"population","all households","total","persons",169270
2020,"Busan",21,"Suyeong-gu",21140,"population","all households","male","persons",79697
2020,"Busan",21,"Suyeong-gu",21140,"population","all households","female","persons",89573
2020,"Busan",21,"Suyeong-gu",21140,"mortality","All causes","total","per 100k population",294.3
2020,"Busan",21,"Suyeong-gu",21140,"mortality","All causes","male","per 100k population",407
